ingredient,nutrient,quantity_per_gram,units
"Thyme, dried, ground",Iodine,0,GRAMS
"Thyme, dried, ground",Vitamin D,0,GRAMS
"Thyme, dried, ground",Vitamin E,0,GRAMS
"Thyme, dried, ground",Vitamin K1,0,GRAMS
"Thyme, dried, ground",Vitamin B1,0.005,GRAMS
"Thyme, dried, ground",Vitamin B2,0.004,GRAMS
"Thyme, dried, ground",Vitamin B3,0.049,GRAMS
"Thyme, dried, ground",Vitamin B6,0.006,GRAMS
"Thyme, dried, ground",Vitamin B12,0,GRAMS
"Thyme, dried, ground",Vitamin B9,2.74,GRAMS
"Thyme, dried, ground",Vitamin B5,0,GRAMS
"Thyme, dried, ground",Vitamin B7,0,GRAMS
"Thyme, dried, ground",Vitamin C,0.5,GRAMS
"Thyme, fresh",Protein,0.03,GRAMS
"Thyme, fresh",Fat,0.025,GRAMS
"Thyme, fresh",Carbohydrate,0.151,GRAMS
"Thyme, fresh",kcal,0.95,KCAL
"Thyme, fresh",Sugars,0.006,GRAMS
"Thyme, fresh",Fibre,0.123,GRAMS
"Thyme, fresh",Fatty acids,0.025,GRAMS
"Thyme, fresh",Saturated fat,0.012,GRAMS
"Thyme, fresh",Trans fat,0,GRAMS
"Thyme, fresh",Sodium,0.18,GRAMS
"Thyme, fresh",Potassium,2.7,GRAMS
"Thyme, fresh",Calcium,6.3,GRAMS
"Thyme, fresh",Magnesium,0.73,GRAMS
"Thyme, fresh",Phosphorus,0.67,GRAMS
"Thyme, fresh",Iron,0,GRAMS
"Thyme, fresh",Zinc,0.021,GRAMS
"Thyme, fresh",Selenium,0.02,GRAMS
"Thyme, fresh",Iodine,0,GRAMS
"Thyme, fresh",Vitamin D,0,GRAMS
"Thyme, fresh",Vitamin E,0,GRAMS
"Thyme, fresh",Vitamin K1,0,GRAMS
"Thyme, fresh",Vitamin B1,0.002,GRAMS
"Thyme, fresh",Vitamin B2,0.001,GRAMS
"Thyme, fresh",Vitamin B3,0.016,GRAMS
"Thyme, fresh",Vitamin B6,0.002,GRAMS
"Thyme, fresh",Vitamin B12,0,GRAMS
"Thyme, fresh",Vitamin B9,0.91,GRAMS
"Thyme, fresh",Vitamin B5,0,GRAMS
"Thyme, fresh",Vitamin B7,0,GRAMS
"Thyme, fresh",Vitamin C,0.17,GRAMS
"Tomatoes, cherry, raw",Protein,0.011,GRAMS
"Tomatoes, cherry, raw",Fat,0.005,GRAMS
"Tomatoes, cherry, raw",Carbohydrate,0.036,GRAMS
"Tomatoes, cherry, raw",kcal,0.22,KCAL
"Tomatoes, cherry, raw",Sugars,0.036,GRAMS
"Tomatoes, cherry, raw",Fibre,0.013,GRAMS
"Tomatoes, cherry, raw",Fatty acids,0.005,GRAMS
"Tomatoes, cherry, raw",Saturated fat,0.001,GRAMS
"Tomatoes, cherry, raw",Trans fat,0,GRAMS
"Tomatoes, cherry, raw",Sodium,0.04,GRAMS
"Tomatoes, cherry, raw",Potassium,2.74,GRAMS
"Tomatoes, cherry, raw",Calcium,0.1,GRAMS
"Tomatoes, cherry, raw",Magnesium,0.12,GRAMS
"Tomatoes, cherry, raw",Phosphorus,0.31,GRAMS
"Tomatoes, cherry, raw",Iron,0.003,GRAMS
"Tomatoes, cherry, raw",Zinc,0.002,GRAMS
"Tomatoes, cherry, raw",Selenium,0,GRAMS
"Tomatoes, cherry, raw",Iodine,0.02,GRAMS
"Tomatoes, cherry, raw",Vitamin D,0,GRAMS
"Tomatoes, cherry, raw",Vitamin E,0,GRAMS
"Tomatoes, cherry, raw",Vitamin K1,0,GRAMS
"Tomatoes, cherry, raw",Vitamin B1,0.001,GRAMS
"Tomatoes, cherry, raw",Vitamin B2,0,GRAMS
"Tomatoes, cherry, raw",Vitamin B3,0.004,GRAMS
"Tomatoes, cherry, raw",Vitamin B6,0.001,GRAMS
"Tomatoes, cherry, raw",Vitamin B12,0,GRAMS
"Tomatoes, cherry, raw",Vitamin B9,0.24,GRAMS
"Tomatoes, cherry, raw",Vitamin B5,0.002,GRAMS
"Tomatoes, cherry, raw",Vitamin B7,0.018,GRAMS
"Tomatoes, cherry, raw",Vitamin C,0.15,GRAMS
"Tomatoes, standard, raw",Protein,0.005,GRAMS
"Tomatoes, standard, raw",Fat,0.001,GRAMS
"Tomatoes, standard, raw",Carbohydrate,0.03,GRAMS
"Tomatoes, standard, raw",kcal,0.14,KCAL
"Tomatoes, standard, raw",Sugars,0.03,GRAMS
"Tomatoes, standard, raw",Fibre,0.01,GRAMS
"Tomatoes, standard, raw",Fatty acids,0.001,GRAMS
"Tomatoes, standard, raw",Saturated fat,0,GRAMS
"Tomatoes, standard, raw",Trans fat,0,GRAMS
"Tomatoes, standard, raw",Sodium,0.02,GRAMS
"Tomatoes, standard, raw",Potassium,2.23,GRAMS
"Tomatoes, standard, raw",Calcium,0.08,GRAMS
"Tomatoes, standard, raw",Magnesium,0.08,GRAMS
"Tomatoes, standard, raw",Phosphorus,0.22,GRAMS
"Tomatoes, standard, raw",Iron,0.002,GRAMS
"Tomatoes, standard, raw",Zinc,0.001,GRAMS
"Tomatoes, standard, raw",Selenium,0,GRAMS
"Tomatoes, standard, raw",Iodine,0.02,GRAMS
"Tomatoes, standard, raw",Vitamin D,0,GRAMS
"Tomatoes, standard, raw",Vitamin E,0,GRAMS
"Tomatoes, standard, raw",Vitamin K1,0,GRAMS
"Tomatoes, standard, raw",Vitamin B1,0,GRAMS
"Tomatoes, standard, raw",Vitamin B2,0,GRAMS
"Tomatoes, standard, raw",Vitamin B3,0.006,GRAMS
"Tomatoes, standard, raw",Vitamin B6,0.001,GRAMS
"Tomatoes, standard, raw",Vitamin B12,0,GRAMS
"Tomatoes, standard, raw",Vitamin B9,0.23,GRAMS
"Tomatoes, standard, raw",Vitamin B5,0.003,GRAMS
"Tomatoes, standard, raw",Vitamin B7,0.014,GRAMS
"Tomatoes, standard, raw",Vitamin C,0.22,GRAMS
"Turmeric, ground",Protein,0.067,GRAMS
"Turmeric, ground",Fat,0.07,GRAMS
"Turmeric, ground",Carbohydrate,0,GRAMS
"Turmeric, ground",kcal,0,KCAL
"Turmeric, ground",Sugars,0,GRAMS
"Turmeric, ground",Fibre,0,GRAMS
"Turmeric, ground",Fatty acids,0.07,GRAMS
"Turmeric, ground",Saturated fat,0.029,GRAMS
"Turmeric, ground",Trans fat,0,GRAMS
"Turmeric, ground",Sodium,0.31,GRAMS
"Turmeric, ground",Potassium,29.1,GRAMS
"Turmeric, ground",Calcium,1.7,GRAMS
"Turmeric, ground",Magnesium,1.9,GRAMS
"Turmeric, ground",Phosphorus,2.9,GRAMS
"Turmeric, ground",Iron,0.395,GRAMS
"Turmeric, ground",Zinc,0.032,GRAMS
"Turmeric, ground",Selenium,0,GRAMS
"Turmeric, ground",Iodine,0,GRAMS
"Turmeric, ground",Vitamin D,0,GRAMS
"Turmeric, ground",Vitamin E,0,GRAMS
"Turmeric, ground",Vitamin K1,0,GRAMS
"Turmeric, ground",Vitamin B1,0.001,GRAMS
"Turmeric, ground",Vitamin B2,0.001,GRAMS
"Turmeric, ground",Vitamin B3,0.037,GRAMS
"Turmeric, ground",Vitamin B6,0,GRAMS
"Turmeric, ground",Vitamin B12,0,GRAMS
"Turmeric, ground",Vitamin B9,0,GRAMS
"Turmeric, ground",Vitamin B5,0,GRAMS
"Turmeric, ground",Vitamin B7,0,GRAMS
"Turmeric, ground",Vitamin C,0,GRAMS
"Turnip, flesh only, raw",Protein,0.009,GRAMS
"Turnip, flesh only, raw",Fat,0.003,GRAMS
"Turnip, flesh only, raw",Carbohydrate,0.047,GRAMS
"Turnip, flesh only, raw",kcal,0.23,KCAL
"Turnip, flesh only, raw",Sugars,0.045,GRAMS
"Turnip, flesh only, raw",Fibre,0,GRAMS
"Turnip, flesh only, raw",Fatty acids,0.003,GRAMS
"Turnip, flesh only, raw",Saturated fat,0,GRAMS
"Turnip, flesh only, raw",Trans fat,0,GRAMS
"Turnip, flesh only, raw",Sodium,0.15,GRAMS
"Turnip, flesh only, raw",Potassium,2.8,GRAMS
"Turnip, flesh only, raw",Calcium,0.48,GRAMS
"Turnip, flesh only, raw",Magnesium,0.08,GRAMS
"Turnip, flesh only, raw",Phosphorus,0.41,GRAMS
"Turnip, flesh only, raw",Iron,0.002,GRAMS
"Turnip, flesh only, raw",Zinc,0.001,GRAMS
"Turnip, flesh only, raw",Selenium,0.01,GRAMS
"Turnip, flesh only, raw",Iodine,0,GRAMS
"Turnip, flesh only, raw",Vitamin D,0,GRAMS
"Turnip, flesh only, raw",Vitamin E,0,GRAMS
"Turnip, flesh only, raw",Vitamin K1,0,GRAMS
"Turnip, flesh only, raw",Vitamin B1,0.001,GRAMS
"Turnip, flesh only, raw",Vitamin B2,0,GRAMS
"Turnip, flesh only, raw",Vitamin B3,0.004,GRAMS
"Turnip, flesh only, raw",Vitamin B6,0.001,GRAMS
"Turnip, flesh only, raw",Vitamin B12,0,GRAMS
"Turnip, flesh only, raw",Vitamin B9,0.14,GRAMS
"Turnip, flesh only, raw",Vitamin B5,0.002,GRAMS
"Turnip, flesh only, raw",Vitamin B7,0.001,GRAMS
"Turnip, flesh only, raw",Vitamin C,0.17,GRAMS
"Walnuts, kernel only",Protein,0.147,GRAMS
"Walnuts, kernel only",Fat,0.685,GRAMS
"Walnuts, kernel only",Carbohydrate,0.033,GRAMS
"Walnuts, kernel only",kcal,6.88,KCAL
"Walnuts, kernel only",Sugars,0.026,GRAMS
"Walnuts, kernel only",Fibre,0,GRAMS
"Walnuts, kernel only",Fatty acids,0.685,GRAMS
"Walnuts, kernel only",Saturated fat,0.075,GRAMS
"Walnuts, kernel only",Trans fat,0,GRAMS
"Walnuts, kernel only",Sodium,0.07,GRAMS
"Walnuts, kernel only",Potassium,4.5,GRAMS
"Walnuts, kernel only",Calcium,0.94,GRAMS
"Walnuts, kernel only",Magnesium,1.6,GRAMS
"Walnuts, kernel only",Phosphorus,3.8,GRAMS
"Walnuts, kernel only",Iron,0.029,GRAMS
"Walnuts, kernel only",Zinc,0.027,GRAMS
"Walnuts, kernel only",Selenium,0.03,GRAMS
"Walnuts, kernel only",Iodine,0.09,GRAMS
"Walnuts, kernel only",Vitamin D,0,GRAMS
"Walnuts, kernel only",Vitamin E,0,GRAMS
"Walnuts, kernel only",Vitamin K1,0,GRAMS
"Walnuts, kernel only",Vitamin B1,0.004,GRAMS
"Walnuts, kernel only",Vitamin B2,0.001,GRAMS
"Walnuts, kernel only",Vitamin B3,0.012,GRAMS
"Walnuts, kernel only",Vitamin B6,0.007,GRAMS
"Walnuts, kernel only",Vitamin B12,0,GRAMS
"Walnuts, kernel only",Vitamin B9,0.66,GRAMS
"Walnuts, kernel only",Vitamin B5,0.016,GRAMS
"Walnuts, kernel only",Vitamin B7,0.19,GRAMS
"Walnuts, kernel only",Vitamin C,0,GRAMS
"Watercress, raw",Protein,0.019,GRAMS
"Watercress, raw",Fat,0.003,GRAMS
"Watercress, raw",Carbohydrate,0,GRAMS
"Watercress, raw",kcal,0.1,KCAL
"Watercress, raw",Sugars,0,GRAMS
"Watercress, raw",Fibre,0.015,GRAMS
"Watercress, raw",Fatty acids,0.003,GRAMS
"Watercress, raw",Saturated fat,0.001,GRAMS
"Watercress, raw",Trans fat,0,GRAMS
"Watercress, raw",Sodium,0.37,GRAMS
"Watercress, raw",Potassium,3,GRAMS
"Watercress, raw",Calcium,1.38,GRAMS
"Watercress, raw",Magnesium,0.16,GRAMS
"Watercress, raw",Phosphorus,0.61,GRAMS
"Watercress, raw",Iron,0.007,GRAMS
"Watercress, raw",Zinc,0.005,GRAMS
"Watercress, raw",Selenium,0.01,GRAMS
"Watercress, raw",Iodine,0.07,GRAMS
"Watercress, raw",Vitamin D,0,GRAMS
"Watercress, raw",Vitamin E,0,GRAMS
"Watercress, raw",Vitamin K1,0,GRAMS
"Watercress, raw",Vitamin B1,0.002,GRAMS
"Watercress, raw",Vitamin B2,0.001,GRAMS
"Watercress, raw",Vitamin B3,0.003,GRAMS
"Watercress, raw",Vitamin B6,0.002,GRAMS
"Watercress, raw",Vitamin B12,0,GRAMS
"Watercress, raw",Vitamin B9,0.43,GRAMS
"Watercress, raw",Vitamin B5,0.001,GRAMS
"Watercress, raw",Vitamin B7,0.004,GRAMS
"Watercress, raw",Vitamin C,0.62,GRAMS
